"mreference","class_field","subclass","event","eventnumberinyear","speciesscientific","speciescommon","datefound","datecertainty","latitudewgs84","longitudewgs84","sex","length","lengthuncertain","conditionfound","examinationlevel","Year","Source","DateFound","Month","Day"
"M479/23","Cetacean","Harbour porpoise","Single",479,"Phocoena phocoena","Harbour porpoise","2023-08-27","Unknown",54.895964,-5.1657176,"U",150,TRUE,"indeterminate (code 5)","not necropsied","2023","Modern",2023-08-27,"08","27"
"M477/23","Cetacean","Harbour porpoise","Single",477,"Phocoena phocoena","Harbour porpoise","2023-08-27","Exact",55.506111,-5.3488346,"U",120,FALSE,"moderate decomposition (code 3)","sampled","2023","Modern",2023-08-27,"08","27"
"M483/23","Cetacean","Harbour porpoise","Single",483,"Phocoena phocoena","Harbour porpoise","2023-08-29","Exact",56.211524,-2.9185361,"U",NA,FALSE,"advanced decomposition (code 4)","not necropsied","2023","Modern",2023-08-29,"08","29"
"M488/23","Cetacean","Harbour porpoise","Single",488,"Phocoena phocoena","Harbour porpoise","2023-09-01","Exact",57.823347,-3.8128078,"U",NA,FALSE,"freshly dead (code 2a)","necropsied","2023","Modern",2023-09-01,"09","01"
"M503/23","Cetacean","Harbour porpoise","Single",503,"Phocoena phocoena","Harbour porpoise","2023-09-06","Exact",54.769642,-4.0160733,"U",NA,FALSE,"moderate-advanced decomposition (code 3-4)","not necropsied","2023","Modern",2023-09-06,"09","06"
"M527/23","Cetacean","Harbour porpoise","Single",527,"Phocoena phocoena","Harbour porpoise","2023-09-18","Exact",60.825791,-0.78823218,"F",NA,FALSE,"moderate decomposition (code 3)","sampled","2023","Modern",2023-09-18,"09","18"
"M529/23","Cetacean","Harbour porpoise","Single",529,"Phocoena phocoena","Harbour porpoise","2023-09-20","Exact",55.753221,-4.9143452,"M",96,FALSE,"slight decomposition (code 2b)","not necropsied","2023","Modern",2023-09-20,"09","20"
"M536/23","Cetacean","Harbour porpoise","Single",536,"Phocoena phocoena","Harbour porpoise","2023-09-22","Exact",55.632251,-4.7681419,"M",NA,FALSE,"slight decomposition (code 2b)","not necropsied","2023","Modern",2023-09-22,"09","22"
"M544/23","Cetacean","Harbour porpoise","Single",544,"Phocoena phocoena","Harbour porpoise","2023-09-25","Exact",56.077889,-4.8290757,"U",NA,FALSE,"moderate decomposition (code 3)","not necropsied","2023","Modern",2023-09-25,"09","25"
"M546/23","Cetacean","Harbour porpoise","Single",546,"Phocoena phocoena","Harbour porpoise","2023-09-27","Exact",54.728729,-4.9584207,"U",100,TRUE,"indeterminate (code 5)","not necropsied","2023","Modern",2023-09-27,"09","27"
"M548/23","Cetacean","Harbour porpoise","Single",548,"Phocoena phocoena","Harbour porpoise","2023-09-28","Exact",54.872991,-3.5946039,"M",NA,FALSE,"advanced decomposition (code 4)","not necropsied","2023","Modern",2023-09-28,"09","28"
"M562/23","Cetacean","Harbour porpoise","Single",562,"Phocoena phocoena","Harbour porpoise","2023-10-03","Exact",57.251777,-6.3461624,"F",NA,FALSE,"slight decomposition (code 2b)","sampled","2023","Modern",2023-10-03,"10","03"
"M573/23","Cetacean","Harbour porpoise","Single",573,"Phocoena phocoena","Harbour porpoise","2023-10-09","Exact",54.807875,-4.185979,"U",NA,FALSE,"moderate decomposition (code 3)","not necropsied","2023","Modern",2023-10-09,"10","09"
"M577/23","Cetacean","Harbour porpoise","Multiple",577,"Phocoena phocoena","Harbour porpoise","2023-10-10","Exact",56.524589,-6.7966223,"U",148,TRUE,"moderate-advanced decomposition (code 3-4)","not necropsied","2023","Modern",2023-10-10,"10","10"
"M583/23","Cetacean","Harbour porpoise","Single",583,"Phocoena phocoena","Harbour porpoise","2023-10-13","Exact",55.473908,-5.7124538,"U",NA,FALSE,"moderate decomposition (code 3)","not necropsied","2023","Modern",2023-10-13,"10","13"
"M584/23","Cetacean","Harbour porpoise","Single",584,"Phocoena phocoena","Harbour porpoise","2023-10-13","Exact",56.708945,-2.4495994,"U",NA,FALSE,"advanced decomposition (code 4)","not necropsied","2023","Modern",2023-10-13,"10","13"
"M595/23","Cetacean","Harbour porpoise","Single",595,"Phocoena phocoena","Harbour porpoise","2023-10-16","Exact",58.597896,-3.361677,"F",NA,FALSE,"moderate-advanced decomposition (code 3-4)","not necropsied","2023","Modern",2023-10-16,"10","16"
"M602/23","Cetacean","Harbour porpoise","Single",602,"Phocoena phocoena","Harbour porpoise","2023-10-20","Exact",55.99484,-4.771823,"U",NA,FALSE,"slight decomposition (code 2b)","necropsied","2023","Modern",2023-10-20,"10","20"
"M615/23","Cetacean","Harbour porpoise","Single",615,"Phocoena phocoena","Harbour porpoise","2023-10-25","Exact",58.018961,-3.8409965,"U",NA,FALSE,"advanced decomposition (code 4)","not necropsied","2023","Modern",2023-10-25,"10","25"
"M626/23","Cetacean","Harbour porpoise","Single",626,"Phocoena phocoena","Harbour porpoise","2023-10-29","Exact",56.338852,-2.7829175,"F",NA,FALSE,"moderate-advanced decomposition (code 3-4)","not necropsied","2023","Modern",2023-10-29,"10","29"
"M630/23","Cetacean","Harbour porpoise","Single",630,"Phocoena phocoena","Harbour porpoise","2023-10-30","Exact",55.881027,-5.2307779,"U",NA,FALSE,"moderate decomposition (code 3)","not necropsied","2023","Modern",2023-10-30,"10","30"
"M629/23","Cetacean","Harbour porpoise","Single",629,"Phocoena phocoena","Harbour porpoise","2023-10-30","Exact",56.516689,-6.8133601,"U",104,TRUE,"advanced decomposition (code 4)","not necropsied","2023","Modern",2023-10-30,"10","30"
"M634/23","Cetacean","Harbour porpoise","Single",634,"Phocoena phocoena","Harbour porpoise","2023-10-30","Exact",56.0005,-3.514403,"U",NA,FALSE,"advanced decomposition (code 4)","not necropsied","2023","Modern",2023-10-30,"10","30"
"M635/23","Cetacean","Harbour porpoise","Single",635,"Phocoena phocoena","Harbour porpoise","2023-10-30","Exact",55.872774,-5.3185522,"U",150,TRUE,"indeterminate (code 5)","not necropsied","2023","Modern",2023-10-30,"10","30"
"M639/23","Cetacean","Harbour porpoise","Single",639,"Phocoena phocoena","Harbour porpoise","2023-11-02","Exact",56.2254734,-2.683303437,"M",150,NA,"advanced decomposition (code 4)","not necropsied","2023","Modern",2023-11-02,"11","02"
"M643/23","Cetacean","Harbour porpoise","Single",643,"Phocoena phocoena","Harbour porpoise","2023-11-03","Exact",57.63275402,-6.197760552,"U",NA,FALSE,"advanced decomposition (code 4)","not necropsied","2023","Modern",2023-11-03,"11","03"
"M644/23","Cetacean","Harbour porpoise","Single",644,"Phocoena phocoena","Harbour porpoise","2023-11-03","Exact",56.02073991,-3.607834889,"U",NA,FALSE,"slight decomposition (code 2b)","not necropsied","2023","Modern",2023-11-03,"11","03"
"M645/23","Cetacean","Harbour porpoise","Single",645,"Phocoena phocoena","Harbour porpoise","2023-11-04","Exact",55.84382865,-5.025408569,"M",NA,FALSE,"freshly dead (code 2a)","necropsied","2023","Modern",2023-11-04,"11","04"
"M654/23","Cetacean","Harbour porpoise","Single",654,"Phocoena phocoena","Harbour porpoise","2023-11-06","Exact",55.89241633,-5.240396382,"U",NA,NA,"advanced decomposition (code 4)","not necropsied","2023","Modern",2023-11-06,"11","06"
"M655/23","Cetacean","Harbour porpoise","Single",655,"Phocoena phocoena","Harbour porpoise","2023-11-06","Exact",55.63197472,-4.766835339,"M",152,FALSE,"slight decomposition (code 2b)","sampled","2023","Modern",2023-11-06,"11","06"
"M671/23","Cetacean","Harbour porpoise","Single",671,"Phocoena phocoena","Harbour porpoise","2023-11-14","Exact",55.3218911,-4.843570799,"F",NA,NA,"moderate-advanced decomposition (code 3-4)","not necropsied","2023","Modern",2023-11-14,"11","14"
"M672/23","Cetacean","Harbour porpoise","Single",672,"Phocoena phocoena","Harbour porpoise","2023-11-15","Exact",55.31460132,-4.838903107,"M",NA,NA,"slight decomposition (code 2b)","not necropsied","2023","Modern",2023-11-15,"11","15"
"M681/23","Cetacean","Harbour porpoise","Single",681,"Phocoena phocoena","Harbour porpoise","2023-11-19","Exact",54.99014532,-3.433409892,"F",NA,NA,"slight decomposition (code 2b)","not necropsied","2023","Modern",2023-11-19,"11","19"
"M680/23","Cetacean","Harbour porpoise","Single",680,"Phocoena phocoena","Harbour porpoise","2023-11-19","Exact",57.47087678,-1.776644966,"F",NA,NA,"freshly dead-slight decomposition (code 2a-2b)","sampled","2023","Modern",2023-11-19,"11","19"
"M743/23","Cetacean","Harbour porpoise","Single",743,"Phocoena phocoena","Harbour porpoise","2023-12-05","Exact",55.95646232,-3.113122231,"U",NA,NA,"moderate-advanced decomposition (code 3-4)","not necropsied","2023","Modern",2023-12-05,"12","05"
"M748/23","Cetacean","Harbour porpoise","Single",748,"Phocoena phocoena","Harbour porpoise","2023-12-09","Exact",56.55688279,-2.576216453,"M",152,TRUE,"slight decomposition (code 2b)","not necropsied","2023","Modern",2023-12-09,"12","09"
