mreference,class_field,subclass,event,eventnumberinyear,speciesscientific,speciescommon,datefound,datecertainty,latitudewgs84,longitudewgs84,sex,length,lengthuncertain,conditionfound,examinationlevel,Year
M230/22,Cetacean,Harbour porpoise,Single,230,Phocoena phocoena,Harbour porpoise,2022-04-02,Exact,57.66194444,-3.544166667,M,NA,FALSE,Slight decomposition (code 2b),sampled,2022
M235/22,Cetacean,Harbour porpoise,Single,235,Phocoena phocoena,Harbour porpoise,2022-04-04,Exact,55.61833333,-6.215833333,F,155,FALSE,advanced decomposition (code 4),not necropsied,2022
M233/22,Cetacean,Harbour porpoise,Single,233,Phocoena phocoena,Harbour porpoise,2022-04-05,Exact,57.65277778,-1.899166667,F,153,FALSE,freshly dead-slight decomposition (code 2a-2b),necropsied,2022
M237/22,Cetacean,Harbour porpoise,Single,237,Phocoena phocoena,Harbour porpoise,2022-04-08,Exact,57.58777778,-3.8975,F,123,FALSE,Slight decomposition (code 2b),necropsied,2022
M238/22,Cetacean,Harbour porpoise,Single,238,Phocoena phocoena,Harbour porpoise,2022-04-08,Exact,57.58944444,-3.878611111,M,116,FALSE,Slight decomposition (code 2b),necropsied,2022
M241/22,Cetacean,Harbour porpoise,Single,241,Phocoena phocoena,Harbour porpoise,2022-04-10,Exact,57.17944444,-2.075833333,F,NA,FALSE,Slight decomposition (code 2b),not necropsied,2022
M247/22,Cetacean,Harbour porpoise,Single,247,Phocoena phocoena,Harbour porpoise,2022-04-12,Exact,56.05888889,-4.841666667,M,150,FALSE,Slight decomposition (code 2b),not necropsied,2022
M253/22,Cetacean,Harbour porpoise,Single,253,Phocoena phocoena,Harbour porpoise,2022-04-13,Exact,56.65833333,-2.501944444,F,NA,FALSE,Slight decomposition (code 2b),sampled,2022
M257/22,Cetacean,Harbour porpoise,Single,257,Phocoena phocoena,Harbour porpoise,2022-04-14,Exact,54.69277778,-4.889722222,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2022
M252/22,Cetacean,Harbour porpoise,Single,252,Phocoena phocoena,Harbour porpoise,2022-04-14,Exact,57.71027778,-3.433888889,F,111,FALSE,Slight decomposition (code 2b),necropsied,2022
M259/22,Cetacean,Harbour porpoise,Single,259,Phocoena phocoena,Harbour porpoise,2022-04-15,Exact,57.88694444,-5.180277778,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2022
M254/22,Cetacean,Harbour porpoise,Single,254,Phocoena phocoena,Harbour porpoise,2022-04-15,Exact,57.15416667,-2.078055556,F,110,FALSE,moderate-advanced decomposition (code 3-4),not necropsied,2022
M255/22,Cetacean,Harbour porpoise,Single,255,Phocoena phocoena,Harbour porpoise,2022-04-16,Exact,57.93888889,-4.071666667,F,NA,FALSE,Slight decomposition (code 2b),not necropsied,2022
M266/22,Cetacean,Harbour porpoise,Single,266,Phocoena phocoena,Harbour porpoise,2022-04-22,Exact,57.68083333,-4.039166667,U,NA,FALSE,alive- refloated (code 1),not necropsied,2022
M268/22,Cetacean,Harbour porpoise,Single,268,Phocoena phocoena,Harbour porpoise,2022-04-23,Exact,55.87027778,-5.406666667,F,NA,FALSE,alive- refloated (code 1),not necropsied,2022
M271/22,Cetacean,Harbour porpoise,Single,271,Phocoena phocoena,Harbour porpoise,2022-04-24,Exact,57.67194444,-2.489166667,F,123,FALSE,Slight decomposition (code 2b),necropsied,2022
M280/22,Cetacean,Harbour porpoise,Single,280,Phocoena phocoena,Harbour porpoise,2022-04-29,Exact,57.69222222,-3.996944444,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2022
M284/22,Cetacean,Harbour porpoise,Single,284,Phocoena phocoena,Harbour porpoise,2022-04-30,Exact,57.4,-1.863888889,U,NA,FALSE,moderate-advanced decomposition (code 3-4),not necropsied,2022
M285/22,Cetacean,Harbour porpoise,Single,285,Phocoena phocoena,Harbour porpoise,2022-05-02,Exact,57.70527778,-2.859166667,M,115,FALSE,Slight decomposition (code 2b),sampled,2022
M288/22,Cetacean,Harbour porpoise,Single,288,Phocoena phocoena,Harbour porpoise,2022-05-03,Exact,57.66305556,-3.624166667,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2022
M290/22,Cetacean,Harbour porpoise,Single,290,Phocoena phocoena,Harbour porpoise,2022-05-07,Exact,57.67305556,-2.485833333,F,121,TRUE,freshly dead-slight decomposition (code 2a-2b),not necropsied,2022
M301/22,Cetacean,Harbour porpoise,Single,301,Phocoena phocoena,Harbour porpoise,2022-05-18,Exact,57.27638889,-2.015833333,M,NA,FALSE,moderate decomposition (code 3),not necropsied,2022
M302/22,Cetacean,Harbour porpoise,Single,302,Phocoena phocoena,Harbour porpoise,2022-05-20,Exact,56.555,-2.584722222,F,120,FALSE,moderate-advanced decomposition (code 3-4),sampled,2022
M311/22,Cetacean,Harbour porpoise,Single,311,Phocoena phocoena,Harbour porpoise,2022-05-29,Exact,57.8625,-5.095277778,U,NA,FALSE,Slight decomposition (code 2b),not necropsied,2022
M314/22,Cetacean,Harbour porpoise,Single,314,Phocoena phocoena,Harbour porpoise,2022-06-04,Exact,56.05777778,-2.697777778,M,78,FALSE,Slight decomposition (code 2b),sampled,2022
M316/22,Cetacean,Harbour porpoise,Single,316,Phocoena phocoena,Harbour porpoise,2022-06-06,Exact,59.26416667,-2.896388889,F,90,FALSE,Slight decomposition (code 2b),sampled,2022
M317/22,Cetacean,Harbour porpoise,Single,317,Phocoena phocoena,Harbour porpoise,2022-06-07,Exact,56.3025,-2.6425,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2022
M319/22,Cetacean,Harbour porpoise,Single,319,Phocoena phocoena,Harbour porpoise,2022-06-10,Exact,57.97361111,-3.973333333,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2022
M321/22,Cetacean,Harbour porpoise,Single,321,Phocoena phocoena,Harbour porpoise,2022-06-11,Exact,57.80583333,-5.806944444,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2022
M322/22,Cetacean,Harbour porpoise,Single,322,Phocoena phocoena,Harbour porpoise,2022-06-11,Exact,55.85083333,-5.148055556,M,152,FALSE,Slight decomposition (code 2b),sampled,2022
M332/22,Cetacean,Harbour porpoise,Single,332,Phocoena phocoena,Harbour porpoise,2022-06-14,Exact,55.80472222,-4.8775,U,NA,FALSE,moderate-advanced decomposition (code 3-4),not necropsied,2022
M328/22,Cetacean,Harbour porpoise,Single,328,Phocoena phocoena,Harbour porpoise,2022-06-15,Exact,56.39333333,-2.810833333,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2022
M334/22,Cetacean,Harbour porpoise,Single,334,Phocoena phocoena,Harbour porpoise,2022-06-21,Exact,57.53527778,-7.394444444,U,NA,FALSE,moderate-advanced decomposition (code 3-4),not necropsied,2022
M335/22,Cetacean,Harbour porpoise,Single,335,Phocoena phocoena,Harbour porpoise,2022-06-21,Exact,57.71083333,-7.219166667,U,75,TRUE,moderate decomposition (code 3),not necropsied,2022
M346/22,Cetacean,Harbour porpoise,Single,346,Phocoena phocoena,Harbour porpoise,2022-06-25,Exact,57.40611111,-1.861111111,U,60,TRUE,Slight decomposition (code 2b),sampled,2022
M348/22,Cetacean,Harbour porpoise,Single,348,Phocoena phocoena,Harbour porpoise,2022-06-30,Exact,55.774471,-4.9351499,U,NA,FALSE,moderate decomposition (code 3),sampled,2022
M350/22,Cetacean,Harbour porpoise,Single,350,Phocoena phocoena,Harbour porpoise,2022-07-03,Exact,58.475665,-5.0855148,F,74.5,FALSE,freshly dead (code 2a),necropsied,2022
M352/22,Cetacean,Harbour porpoise,Single,352,Phocoena phocoena,Harbour porpoise,2022-07-04,Exact,57.53097,-7.390852,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2022
M356/22,Cetacean,Harbour porpoise,Single,356,Phocoena phocoena,Harbour porpoise,2022-07-07,Exact,58.916989,-3.3198455,U,NA,FALSE,Slight decomposition (code 2b),sampled,2022
M354/22,Cetacean,Harbour porpoise,Single,354,Phocoena phocoena,Harbour porpoise,2022-07-07,Exact,56.704115,-2.451291,F,89,FALSE,moderate decomposition (code 3),sampled,2022
M371/22,Cetacean,Harbour porpoise,Single,371,Phocoena phocoena,Harbour porpoise,2022-07-14,Exact,59.121829,-3.3234371,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2022
M369/22,Cetacean,Harbour porpoise,Single,369,Phocoena phocoena,Harbour porpoise,2022-07-14,Exact,60.183781,-1.2859655,U,NA,FALSE,Slight decomposition (code 2b),not necropsied,2022
M381/22,Cetacean,Harbour porpoise,Single,381,Phocoena phocoena,Harbour porpoise,2022-07-21,Exact,57.37151,-7.4134965,U,60,TRUE,advanced decomposition (code 4),not necropsied,2022
M414/22,Cetacean,Harbour porpoise,Single,414,Phocoena phocoena,Harbour porpoise,2022-08-08,Exact,55.241003,-4.8620042,U,NA,FALSE,Slight decomposition (code 2b),not necropsied,2022
M425/22,Cetacean,Harbour porpoise,Single,425,Phocoena phocoena,Harbour porpoise,2022-08-11,Exact,57.033015,-2.1425454,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2022
M444/22,Cetacean,Harbour porpoise,Single,444,Phocoena phocoena,Harbour porpoise,2022-08-20,Exact,56.185059,-2.8126653,M,100,TRUE,advanced decomposition (code 4),not necropsied,2022
M467/22,Cetacean,Harbour porpoise,Single,467,Phocoena phocoena,Harbour porpoise,2022-08-31,Exact,57.345117,-5.8288115,F,NA,FALSE,moderate decomposition (code 3),not necropsied,2022
M479/22,Cetacean,Harbour porpoise,Single,479,Phocoena phocoena,Harbour porpoise,2022-09-08,Exact,56.8285,-2.2807009,M,NA,FALSE,advanced decomposition (code 4),not necropsied,2022
M481/22,Cetacean,Harbour porpoise,Single,481,Phocoena phocoena,Harbour porpoise,2022-09-11,Exact,55.65191,-5.3811264,M,101,FALSE,freshly dead (code 2a),sampled,2022
M491/22,Cetacean,Harbour porpoise,Single,491,Phocoena phocoena,Harbour porpoise,2022-09-12,Exact,55.710927,-5.2935296,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2022
M494/22,Cetacean,Harbour porpoise,Single,494,Phocoena phocoena,Harbour porpoise,2022-09-13,Exact,57.366805,-6.0822443,F,NA,FALSE,moderate-advanced decomposition (code 3-4),not necropsied,2022
M501/22,Cetacean,Harbour porpoise,Single,501,Phocoena phocoena,Harbour porpoise,2022-09-18,Exact,54.793697,-4.3579387,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2022
M502/22,Cetacean,Harbour porpoise,Single,502,Phocoena phocoena,Harbour porpoise,2022-09-18,Exact,55.957958,-2.9905065,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2022
M497/22,Cetacean,Harbour porpoise,Single,497,Phocoena phocoena,Harbour porpoise,2022-09-18,Exact,57.673808,-2.3362962,M,120,FALSE,freshly dead (code 2a),necropsied,2022
M522/22,Cetacean,Harbour porpoise,Single,522,Phocoena phocoena,Harbour porpoise,2022-09-29,Exact,56.527491,-6.9301812,U,NA,FALSE,Slight decomposition (code 2b),not necropsied,2022
M543/22,Cetacean,Harbour porpoise,Single,543,Phocoena phocoena,Harbour porpoise,2022-10-08,Exact,58.103173,-5.2685061,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2022
M547/22,Cetacean,Harbour porpoise,Single,547,Phocoena phocoena,Harbour porpoise,2022-10-11,Exact,56.414979,-5.5124039,M,NA,FALSE,Slight decomposition (code 2b),sampled,2022
M559/22,Cetacean,Harbour porpoise,Single,559,Phocoena phocoena,Harbour porpoise,2022-10-12,Exact,56.005323,-4.7540769,M,NA,FALSE,freshly dead (code 2a),necropsied,2022
M552/22,Cetacean,Harbour porpoise,Single,552,Phocoena phocoena,Harbour porpoise,2022-10-13,Exact,55.851123,-5.2605287,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2022
M557/22,Cetacean,Harbour porpoise,Single,557,Phocoena phocoena,Harbour porpoise,2022-10-16,Exact,55.442691,-5.1302755,F,147,FALSE,moderate decomposition (code 3),sampled,2022
M550/22,Cetacean,Harbour porpoise,Single,550,Phocoena phocoena,Harbour porpoise,2022-10-16,Exact,55.68463,-4.8640648,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2022
M568/22,Cetacean,Harbour porpoise,Single,568,Phocoena phocoena,Harbour porpoise,2022-10-22,Exact,55.6847,-6.2704035,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2022
M570/22,Cetacean,Harbour porpoise,Single,570,Phocoena phocoena,Harbour porpoise,2022-10-25,Exact,55.623956,-5.1335987,F,114,FALSE,Slight decomposition (code 2b),sampled,2022
M574/22,Cetacean,Harbour porpoise,Single,574,Phocoena phocoena,Harbour porpoise,2022-10-27,Exact,58.368195,-6.217765,F,NA,FALSE,moderate decomposition (code 3),sampled,2022
M582/22,Cetacean,Harbour porpoise,Single,582,Phocoena phocoena,Harbour porpoise,2022-10-30,Exact,58.132643,-6.4362226,F,125,FALSE,advanced decomposition (code 4),not necropsied,2022
M585/22,Cetacean,Harbour porpoise,Single,585,Phocoena phocoena,Harbour porpoise,2022-11-01,Exact,55.781092,-6.273474,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2022
M595/22,Cetacean,Harbour porpoise,Single,596,Phocoena phocoena,Harbour porpoise,2022-11-04,Exact,57.735578,-5.7679864,F,122,FALSE,Slight decomposition (code 2b),sampled,2022
M598/22,Cetacean,Harbour porpoise,Single,598,Phocoena phocoena,Harbour porpoise,2022-11-05,Exact,56.435631,-5.4753793,F,122,FALSE,freshly dead (code 2a),necropsied,2022
M619/22,Cetacean,Harbour porpoise,Single,619,Phocoena phocoena,Harbour porpoise,2022-11-13,Exact,56.801482,-2.3163415,M,155,FALSE,advanced decomposition (code 4),not necropsied,2022
M611/22,Cetacean,Harbour porpoise,Single,611,Phocoena phocoena,Harbour porpoise,2022-11-13,Exact,58.251225,-6.1480302,M,143,FALSE,Slight decomposition (code 2b),sampled,2022
M615/22,Cetacean,Harbour porpoise,Single,615,Phocoena phocoena,Harbour porpoise,2022-11-14,Exact,55.864428,-5.1833564,U,NA,FALSE,moderate-advanced decomposition (code 3-4),not necropsied,2022
M617/22,Cetacean,Harbour porpoise,Single,617,Phocoena phocoena,Harbour porpoise,2022-11-14,Exact,55.625738,-4.7495872,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2022
M622/22,Cetacean,Harbour porpoise,Single,622,Phocoena phocoena,Harbour porpoise,2022-11-15,Exact,54.767613,-4.5878435,F,NA,FALSE,moderate decomposition (code 3),not necropsied,2022
M633/22,Cetacean,Harbour porpoise,Single,633,Phocoena phocoena,Harbour porpoise,2022-11-18,Exact,54.825555,-4.7147274,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2022
M639/22,Cetacean,Harbour porpoise,Single,639,Phocoena phocoena,Harbour porpoise,2022-11-19,Exact,58.56664,-3.7944246,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2022
M716/22,Cetacean,Harbour porpoise,Single,716,Phocoena phocoena,Harbour porpoise,2022-11-19,Exact,56.347767,-6.3924466,U,120,TRUE,moderate decomposition (code 3),not necropsied,2022
M665/22,Cetacean,Harbour seal,Single,665,Phocoena phocoena,Harbour porpoise,2022-11-22,Exact,55.590272,-5.1538503,M,NA,FALSE,moderate decomposition (code 3),sampled,2022
M722/22,Cetacean,Harbour porpoise,Single,722,Phocoena phocoena,Harbour porpoise,2022-11-26,Exact,55.587286,-5.1546106,M,NA,FALSE,Slight decomposition (code 2b),not necropsied,2022
M700/22,Cetacean,Harbour porpoise,Single,700,Phocoena phocoena,Harbour porpoise,2022-11-27,Exact,54.881807,-3.6993647,U,70,TRUE,Slight decomposition (code 2b),not necropsied,2022
M699/22,Cetacean,Harbour porpoise,Single,699,Phocoena phocoena,Harbour porpoise,2022-11-27,Exact,57.680701,-1.9415488,U,137,TRUE,moderate-advanced decomposition (code 3-4),not necropsied,2022
M748/22,Cetacean,Harbour porpoise,Single,748,Phocoena phocoena,Harbour porpoise,2022-12-08,Exact,58.354931,-6.2002877,M,130,FALSE,moderate decomposition (code 3),sampled,2022
M830/22,Cetacean,Harbour porpoise,Single,830,Phocoena phocoena,Harbour porpoise,2022-12-24,Exact,56.763002,-2.4154536,M,127,TRUE,moderate decomposition (code 3),not necropsied,2022
M834/22,Cetacean,Harbour porpoise,Single,834,Phocoena phocoena,Harbour porpoise,2022-12-26,Exact,55.911143,-4.8800168,U,NA,FALSE,Slight decomposition (code 2b),not necropsied,2022
M827/22,Cetacean,Harbour porpoise,Single,827,Phocoena phocoena,Harbour porpoise,2022-12-27,Exact,55.761448,-4.8565288,M,NA,FALSE,Slight decomposition (code 2b),necropsied,2022
M849/22,Cetacean,Harbour porpoise,Single,849,Phocoena phocoena,Harbour porpoise,2022-12-29,Exact,55.441252,-5.1179685,M,NA,FALSE,Slight decomposition (code 2b),sampled,2022
M25/23,Cetacean,Harbour porpoise,Single,25,Phocoena phocoena,Harbour porpoise,2023-01-04,Exact,55.62152481,-4.733326435,M,108,FALSE,slight decomposition (code 2b),sampled,2023
M28/23,Cetacean,Harbour porpoise,Single,28,Phocoena phocoena,Harbour porpoise,2023-01-04,Exact,56.77506256,-2.396813154,M,130,TRUE,moderate-advanced decomposition (code 3-4),not necropsied,2023
M35/23,Cetacean,Harbour porpoise,Single,35,Phocoena phocoena,Harbour porpoise,2023-01-04,Exact,55.91814423,-4.88128233,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2023
M30/23,Cetacean,Harbour porpoise,Single,30,Phocoena phocoena,Harbour porpoise,2023-01-06,Exact,56.00572205,-4.898264885,U,NA,FALSE,slight decomposition (code 2b),not necropsied,2023
M48/23,Cetacean,Harbour porpoise,Single,48,Phocoena phocoena,Harbour porpoise,2023-01-09,Exact,55.63018417,-4.75806284,M,NA,FALSE,advanced decomposition (code 4),not necropsied,2023
M49/23,Cetacean,Harbour porpoise,Single,49,Phocoena phocoena,Harbour porpoise,2023-01-11,Exact,58.2048111,-6.364807129,F,NA,FALSE,slight decomposition (code 2b),sampled,2023
M59/23,Cetacean,Harbour porpoise,Single,59,Phocoena phocoena,Harbour porpoise,2023-01-15,Exact,56.29095459,-5.633710384,U,120,TRUE,moderate-advanced decomposition (code 3-4),not necropsied,2023
M61/23,Cetacean,Harbour porpoise,Single,61,Phocoena phocoena,Harbour porpoise,2023-01-16,Exact,56.18948746,-2.828181505,F,NA,FALSE,moderate decomposition (code 3),not necropsied,2023
M69/23,Cetacean,Harbour porpoise,Single,69,Phocoena phocoena,Harbour porpoise,2023-01-22,Exact,55.78019333,-4.859615803,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2023
M78/23,Cetacean,Harbour porpoise,Single,78,Phocoena phocoena,Harbour porpoise,2023-01-22,Exact,58.20597458,-6.291137218,F,126,FALSE,slight decomposition (code 2b),not necropsied,2023
M97/23,Cetacean,Harbour porpoise,Single,97,Phocoena phocoena,Harbour porpoise,2023-02-03,Exact,54.72699738,-4.95680809,F,160,FALSE,slight decomposition (code 2b),not necropsied,2023
M101/23,Cetacean,Harbour porpoise,Single,101,Phocoena phocoena,Harbour porpoise,2023-02-07,Exact,55.60155487,-4.692025661,U,NA,FALSE,slight decomposition (code 2b),not necropsied,2023
M102/23,Cetacean,Harbour porpoise,Single,102,Phocoena phocoena,Harbour porpoise,2023-02-08,Exact,58.02333069,-5.35521841,F,NA,FALSE,moderate-advanced decomposition (code 3-4),not necropsied,2023
M124/23,Cetacean,Harbour porpoise,Single,124,Phocoena phocoena,Harbour porpoise,2023-02-16,Exact,56.65234756,-6.158958435,U,NA,FALSE,slight decomposition (code 2b),not necropsied,2023
M136/23,Cetacean,Harbour porpoise,Single,136,Phocoena phocoena,Harbour porpoise,2023-02-21,Exact,54.81428528,-3.861442566,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2023
M139/23,Cetacean,Harbour porpoise,Single,139,Phocoena phocoena,Harbour porpoise,2023-02-22,Exact,55.64801025,-5.67366457,U,122,TRUE,moderate-advanced decomposition (code 3-4),not necropsied,2023
M147/23,Cetacean,Harbour porpoise,Single,147,Phocoena phocoena,Harbour porpoise,2023-02-22,Exact,55.68261337,-6.268859386,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2023
M155/23,Cetacean,Harbour porpoise,Single,155,Phocoena phocoena,Harbour porpoise,2023-03-02,Exact,56.45922089,-6.959636688,F,NA,FALSE,moderate-advanced decomposition (code 3-4),not necropsied,2023
M165/23,Cetacean,Harbour porpoise,Single,165,Phocoena phocoena,Harbour porpoise,2023-03-04,Exact,57.27521515,-2.018206596,M,NA,FALSE,moderate-advanced decomposition (code 3-4),not necropsied,2023
M158/23,Cetacean,Harbour porpoise,Single,158,Phocoena phocoena,Harbour porpoise,2023-03-05,Exact,57.31552124,-1.981788039,U,NA,FALSE,slight decomposition (code 2b),not necropsied,2023
M422/23,Cetacean,Harbour porpoise,Single,422,Phocoena phocoena,Harbour porpoise,2023-03-06,Exact,57.956434,-3.9917408,F,NA,FALSE,moderate decomposition (code 3),not necropsied,2023
