mreference,class_field,subclass,event,eventnumberinyear,speciesscientific,speciescommon,datefound,datecertainty,latitudewgs84,longitudewgs84,sex,length,lengthuncertain,conditionfound,examinationlevel,Year
M278/21,Cetacean,Harbour porpoise,Single,278,Phocoena phocoena,Harbour porpoise,2021-04-28,Exact,56.39916667,-2.809166667,U,NA,FALSE,Slight decomposition (code 2b),not necropsied,2021
M279/21,Cetacean,Harbour porpoise,Single,279,Phocoena phocoena,Harbour porpoise,2021-04-28,Exact,57.68,-2.569444444,F,125,TRUE,Slight decomposition (code 2b),not necropsied,2021
M282/21,Cetacean,Harbour porpoise,Single,282,Phocoena phocoena,Harbour porpoise,2021-04-30,Exact,56.46916667,-5.700277778,U,NA,FALSE,Slight decomposition (code 2b),not necropsied,2021
M284/21,Cetacean,Harbour porpoise,Single,284,Phocoena phocoena,Harbour porpoise,2021-05-04,Exact,56.75972222,-2.4175,U,NA,FALSE,Slight decomposition (code 2b),not necropsied,2021
M288/21,Cetacean,Harbour porpoise,Single,288,Phocoena phocoena,Harbour porpoise,2021-05-05,Exact,56.7175,-2.447222222,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2021
M287/21,Cetacean,Harbour porpoise,Single,287,Phocoena phocoena,Harbour porpoise,2021-05-05,Exact,57.67888889,-2.325277778,F,NA,FALSE,Slight decomposition (code 2b),not necropsied,2021
M292/21,Cetacean,Harbour porpoise,Single,292,Phocoena phocoena,Harbour porpoise,2021-05-06,Exact,57.66472222,-3.032222222,U,NA,FALSE,moderate-advanced decomposition (code 3-4),not necropsied,2021
M289/21,Cetacean,Harbour porpoise,Single,289,Phocoena phocoena,Harbour porpoise,2021-05-06,Exact,57.68305556,-2.747777778,M,70,TRUE,Slight decomposition (code 2b),not necropsied,2021
M293/21,Cetacean,Harbour porpoise,Single,293,Phocoena phocoena,Harbour porpoise,2021-05-07,Exact,57.14805556,-2.075277778,U,100,TRUE,moderate-advanced decomposition (code 3-4),not necropsied,2021
M296/21,Cetacean,Harbour porpoise,Single,296,Phocoena phocoena,Harbour porpoise,2021-05-08,Exact,57.66138889,-3.665277778,U,NA,FALSE,moderate-advanced decomposition (code 3-4),not necropsied,2021
M298/21,Cetacean,Harbour porpoise,Single,298,Phocoena phocoena,Harbour porpoise,2021-05-09,Exact,57.66611111,-2.519444444,U,NA,FALSE,moderate-advanced decomposition (code 3-4),not necropsied,2021
M294/21,Cetacean,Harbour porpoise,Single,294,Phocoena phocoena,Harbour porpoise,2021-05-09,Exact,57.91611111,-3.997777778,U,NA,FALSE,freshly dead- died on beach (code 2a),not necropsied,2021
M299/21,Cetacean,Harbour porpoise,Single,299,Phocoena phocoena,Harbour porpoise,2021-05-10,Exact,56.47916667,-6.884166667,U,155,TRUE,advanced decomposition (code 4),not necropsied,2021
M300/21,Cetacean,Harbour porpoise,Single,300,Phocoena phocoena,Harbour porpoise,2021-05-10,Exact,57.69333333,-2.776388889,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2021
M302/21,Cetacean,Harbour porpoise,Single,302,Phocoena phocoena,Harbour porpoise,2021-05-11,Exact,55.98611111,-3.217777778,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2021
M307/21,Cetacean,Harbour porpoise,Single,307,Phocoena phocoena,Harbour porpoise,2021-05-15,Exact,56.66166667,-2.498888889,F,NA,FALSE,moderate decomposition (code 3),not necropsied,2021
M308/21,Cetacean,Harbour porpoise,Single,308,Phocoena phocoena,Harbour porpoise,2021-05-15,Exact,55.90527778,-5.234444444,F,NA,FALSE,moderate decomposition (code 3),not necropsied,2021
M311/21,Cetacean,Harbour porpoise,Single,311,Phocoena phocoena,Harbour porpoise,2021-05-16,Exact,57.70277778,-3.482777778,F,123,FALSE,Slight decomposition (code 2b),not necropsied,2021
M314/21,Cetacean,Harbour porpoise,Single,314,Phocoena phocoena,Harbour porpoise,2021-05-17,Exact,56.09194444,-3.16,M,120,TRUE,Slight decomposition (code 2b),necropsied,2021
M315/21,Cetacean,Harbour porpoise,Single,315,Phocoena phocoena,Harbour porpoise,2021-05-18,Exact,57.66972222,-2.5375,F,120,TRUE,Slight decomposition (code 2b),not necropsied,2021
M319/21,Cetacean,Harbour porpoise,Single,319,Phocoena phocoena,Harbour porpoise,2021-05-20,Exact,55.48361111,-5.0925,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2021
M322/21,Cetacean,Harbour porpoise,Single,322,Phocoena phocoena,Harbour porpoise,2021-05-22,Exact,57.70222222,-3.482222222,U,NA,FALSE,moderate-advanced decomposition (code 3-4),not necropsied,2021
M321/21,Cetacean,Harbour porpoise,Single,321,Phocoena phocoena,Harbour porpoise,2021-05-22,Exact,57.16361111,-2.078611111,F,NA,FALSE,moderate decomposition (code 3),not necropsied,2021
M323/21,Cetacean,Harbour porpoise,Single,323,Phocoena phocoena,Harbour porpoise,2021-05-23,Exact,57.16861111,-2.078333333,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2021
M324/21,Cetacean,Harbour porpoise,Single,324,Phocoena phocoena,Harbour porpoise,2021-05-24,Exact,57.83527778,-3.828888889,F,NA,FALSE,freshly dead- died on beach (code 2a),not necropsied,2021
M330/21,Cetacean,Harbour porpoise,Single,330,Phocoena phocoena,Harbour porpoise,2021-05-26,Exact,57.89277778,-6.359166667,F,NA,FALSE,unknown,not necropsied,2021
M326/21,Cetacean,Harbour porpoise,Single,326,Phocoena phocoena,Harbour porpoise,2021-05-27,Exact,58.6125,-3.346944444,M,NA,FALSE,Slight decomposition (code 2b),not necropsied,2021
M336/21,Cetacean,Harbour porpoise,Single,336,Phocoena phocoena,Harbour porpoise,2021-06-04,Exact,55.94694444,-4.6125,U,200,TRUE,advanced decomposition (code 4),not necropsied,2021
M338/21,Cetacean,Harbour porpoise,Single,338,Phocoena phocoena,Harbour porpoise,2021-06-08,Exact,56.62972222,-2.489444444,U,NA,FALSE,freshly dead (code 2a),not necropsied,2021
M345/21,Cetacean,Harbour porpoise,Single,345,Phocoena phocoena,Harbour porpoise,2021-06-09,Exact,56.40972222,-2.809444444,U,110,FALSE,indeterminate (code 5),not necropsied,2021
M344/21,Cetacean,Harbour porpoise,Single,344,Phocoena phocoena,Harbour porpoise,2021-06-11,Exact,55.64666667,-4.816111111,F,70,FALSE,freshly dead- died on beach (code 2a),not necropsied,2021
M348/21,Cetacean,Harbour porpoise,Single,348,Phocoena phocoena,Harbour porpoise,2021-06-14,Exact,57.05333333,-6.51,F,NA,FALSE,moderate decomposition (code 3),not necropsied,2021
M346/21,Cetacean,Harbour porpoise,Single,346,Phocoena phocoena,Harbour porpoise,2021-06-14,Exact,57.93361111,-5.197222222,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2021
M351/21,Cetacean,Harbour porpoise,Single,351,Phocoena phocoena,Harbour porpoise,2021-06-15,Exact,57.66944444,-2.541388889,U,65,TRUE,moderate decomposition (code 3),not necropsied,2021
M350/21,Cetacean,Harbour porpoise,Single,350,Phocoena phocoena,Harbour porpoise,2021-06-15,Exact,55.89472222,-5.620277778,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2021
M362/21,Cetacean,Harbour porpoise,Single,362,Phocoena phocoena,Harbour porpoise,2021-06-24,Exact,57.86333333,-6.993333333,M,NA,FALSE,freshly dead (code 2a),not necropsied,2021
M365/21,Cetacean,Harbour porpoise,Single,365,Phocoena phocoena,Harbour porpoise,2021-06-25,Exact,55.10444444,-5.007777778,M,NA,FALSE,freshly dead (code 2a),not necropsied,2021
M368/21,Cetacean,Harbour porpoise,Single,368,Phocoena phocoena,Harbour porpoise,2021-06-28,Exact,55.58527778,-5.452222222,F,NA,FALSE,moderate decomposition (code 3),not necropsied,2021
M370/21,Cetacean,Harbour porpoise,Single,370,Phocoena phocoena,Harbour porpoise,2021-06-30,Exact,55.84277778,-2.069722222,U,NA,FALSE,moderate-advanced decomposition (code 3-4),not necropsied,2021
M396/21,Cetacean,Harbour porpoise,Single,396,Phocoena phocoena,Harbour porpoise,2021-06-30,Exact,55.24138889,-4.8625,U,NA,FALSE,Slight decomposition (code 2b),not necropsied,2021
M375/21,Cetacean,Harbour porpoise,Single,375,Phocoena phocoena,Harbour porpoise,2021-07-01,Exact,57.67027778,-2.551388889,M,NA,FALSE,moderate decomposition (code 3),not necropsied,2021
M374/21,Cetacean,Harbour porpoise,Single,374,Phocoena phocoena,Harbour porpoise,2021-07-01,Exact,57.37472222,-7.417777778,F,81,FALSE,freshly dead (code 2a),sampled,2021
M385/21,Cetacean,Harbour porpoise,Single,385,Phocoena phocoena,Harbour porpoise,2021-07-04,Exact,60.71444444,-1.009444444,M,153,FALSE,freshly dead- died on beach (code 2a),necropsied,2021
M386/21,Cetacean,Harbour porpoise,Single,386,Phocoena phocoena,Harbour porpoise,2021-07-05,Exact,57.59194444,-3.966944444,U,NA,FALSE,Slight decomposition (code 2b),not necropsied,2021
M383/21,Cetacean,Harbour porpoise,Single,383,Phocoena phocoena,Harbour porpoise,2021-07-06,Exact,57.55361111,-5.551944444,M,133,TRUE,freshly dead (code 2a),necropsied,2021
M391/21,Cetacean,Harbour porpoise,Single,391,Phocoena phocoena,Harbour porpoise,2021-07-10,Exact,54.89027778,-3.580833333,U,NA,FALSE,moderate-advanced decomposition (code 3-4),not necropsied,2021
M402/21,Cetacean,Harbour porpoise,Single,402,Phocoena phocoena,Harbour porpoise,2021-07-15,Exact,55.67416667,-4.853055556,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2021
M433/21,Cetacean,Harbour porpoise,Single,433,Phocoena phocoena,Harbour porpoise,2021-07-20,Exact,57.69444444,-4.007777778,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2021
M443/21,Cetacean,Harbour porpoise,Single,443,Phocoena phocoena,Harbour porpoise,2021-08-06,Exact,55.75055556,-5.3875,M,NA,FALSE,freshly dead (code 2a),not necropsied,2021
M447/21,Cetacean,Harbour porpoise,Single,447,Phocoena phocoena,Harbour porpoise,2021-08-07,Exact,55.48305556,-5.092222222,U,NA,FALSE,indeterminate (code 5),not necropsied,2021
M454/21,Cetacean,Harbour porpoise,Single,454,Phocoena phocoena,Harbour porpoise,2021-08-13,Exact,54.85638889,-3.771666667,M,130,FALSE,Slight decomposition (code 2b),not necropsied,2021
M465/21,Cetacean,Harbour porpoise,Single,465,Phocoena phocoena,Harbour porpoise,2021-08-17,Exact,55.37666667,-4.770555556,M,153,FALSE,Slight decomposition (code 2b),necropsied,2021
M478/21,Cetacean,Harbour porpoise,Single,478,Phocoena phocoena,Harbour porpoise,2021-08-18,Exact,55.44916667,-4.649444444,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2021
M469/21,Cetacean,Harbour porpoise,Single,469,Phocoena phocoena,Harbour porpoise,2021-08-19,Exact,57.67,-2.345277778,M,118,FALSE,advanced decomposition (code 4),not necropsied,2021
M466/21,Cetacean,Harbour porpoise,Single,466,Phocoena phocoena,Harbour porpoise,2021-08-21,Exact,57.56055556,-1.812222222,M,131,FALSE,freshly dead- died on beach (code 2a),necropsied,2021
M480/21,Cetacean,Harbour porpoise,Single,480,Phocoena phocoena,Harbour porpoise,2021-08-25,Exact,54.892221,-3.5728481,U,150,FALSE,advanced decomposition (code 4),not necropsied,2021
M489/21,Cetacean,Harbour porpoise,Single,489,Phocoena phocoena,Harbour porpoise,2021-08-25,Exact,56.67972222,-5.8675,M,105,FALSE,Slight decomposition (code 2b),not necropsied,2021
M474/21,Cetacean,Harbour porpoise,Single,474,Phocoena phocoena,Harbour porpoise,2021-08-29,Exact,54.87138889,-3.811944444,M,150,TRUE,moderate-advanced decomposition (code 3-4),not necropsied,2021
M510/21,Cetacean,Harbour porpoise,Single,510,Phocoena phocoena,Harbour porpoise,2021-09-14,Exact,56.39305556,-5.581666667,U,NA,FALSE,Slight decomposition (code 2b),not necropsied,2021
M520/21,Cetacean,Harbour porpoise,Single,520,Phocoena phocoena,Harbour porpoise,2021-09-16,Exact,55.61055556,-4.706388889,F,NA,FALSE,moderate decomposition (code 3),not necropsied,2021
M530/21,Cetacean,Harbour porpoise,Single,530,Phocoena phocoena,Harbour porpoise,2021-09-19,Exact,55.33972222,-4.81,U,NA,FALSE,freshly dead (code 2a),not necropsied,2021
M528/21,Cetacean,Harbour porpoise,Single,528,Phocoena phocoena,Harbour porpoise,2021-09-21,Exact,55.59777778,-4.6825,U,NA,FALSE,Slight decomposition (code 2b),not necropsied,2021
M534/21,Cetacean,Harbour porpoise,Single,534,Phocoena phocoena,Harbour porpoise,2021-09-23,Exact,55.4725,-5.7125,U,87,FALSE,Slight decomposition (code 2b),not necropsied,2021
M537/21,Cetacean,Harbour porpoise,Single,537,Phocoena phocoena,Harbour porpoise,2021-09-24,Exact,54.76777778,-4.591944444,U,152,TRUE,advanced decomposition (code 4),not necropsied,2021
M542/21,Cetacean,Harbour porpoise,Single,542,Phocoena phocoena,Harbour porpoise,2021-09-28,Exact,55.53583333,-4.655833333,U,NA,FALSE,indeterminate (code 5),not necropsied,2021
M547/21,Cetacean,Harbour porpoise,Single,547,Phocoena phocoena,Harbour porpoise,2021-10-01,Exact,55.87388889,-4.89,M,151,FALSE,Slight decomposition (code 2b),necropsied,2021
M562/21,Cetacean,Harbour porpoise,Single,562,Phocoena phocoena,Harbour porpoise,2021-10-10,Exact,56.34888889,-6.381944444,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2021
M567/21,Cetacean,Harbour porpoise,Single,567,Phocoena phocoena,Harbour porpoise,2021-10-16,Exact,56.29111111,-2.621111111,U,115,TRUE,moderate decomposition (code 3),not necropsied,2021
M577/21,Cetacean,Harbour porpoise,Single,577,Phocoena phocoena,Harbour porpoise,2021-10-20,Exact,54.81416667,-3.851666667,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2021
M571/21,Cetacean,Harbour porpoise,Single,571,Phocoena phocoena,Harbour porpoise,2021-10-22,Exact,55.50777778,-4.625277778,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2021
M583/21,Cetacean,Harbour porpoise,Single,583,Phocoena phocoena,Harbour porpoise,2021-10-27,Exact,55.88138889,-5.323333333,F,NA,FALSE,moderate decomposition (code 3),not necropsied,2021
M591/21,Cetacean,Harbour porpoise,Single,591,Phocoena phocoena,Harbour porpoise,2021-10-30,Exact,56.18972222,-2.803333333,M,NA,FALSE,Slight decomposition (code 2b),not necropsied,2021
M589/21,Cetacean,Harbour porpoise,Single,589,Phocoena phocoena,Harbour porpoise,2021-10-30,Exact,55.45416667,-5.713055556,U,NA,FALSE,indeterminate (code 5),not necropsied,2021
M594/21,Cetacean,Harbour porpoise,Single,594,Phocoena phocoena,Harbour porpoise,2021-11-03,Exact,55.35555556,-4.784722222,U,NA,FALSE,Slight decomposition (code 2b),not necropsied,2021
M747/21,Cetacean,Harbour porpoise,Single,747,Phocoena phocoena,Harbour porpoise,2021-11-04,Exact,58.21861111,-5.363055556,F,NA,FALSE,advanced decomposition (code 4),not necropsied,2021
M612/21,Cetacean,Harbour porpoise,Single,612,Phocoena phocoena,Harbour porpoise,2021-11-07,Exact,55.35805556,-4.779722222,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2021
M613/21,Cetacean,Harbour porpoise,Single,613,Phocoena phocoena,Harbour porpoise,2021-11-07,Exact,55.35805556,-4.779444444,F,NA,FALSE,advanced decomposition (code 4),not necropsied,2021
M605/21,Cetacean,Harbour porpoise,Single,605,Phocoena phocoena,Harbour porpoise,2021-11-07,Exact,55.75722222,-4.855833333,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2021
M607/21,Cetacean,Harbour porpoise,Single,607,Phocoena phocoena,Harbour porpoise,2021-11-08,Exact,59.04972222,-3.339444444,F,182,FALSE,advanced decomposition (code 4),not necropsied,2021
M625/21,Cetacean,Harbour porpoise,Single,625,Phocoena phocoena,Harbour porpoise,2021-11-10,Exact,57.73666667,-5.771111111,F,NA,FALSE,freshly dead- died on beach (code 2a),necropsied,2021
M622/21,Cetacean,Harbour porpoise,Single,622,Phocoena phocoena,Harbour porpoise,2021-11-11,Exact,57.21694444,-7.424166667,F,NA,FALSE,Slight decomposition (code 2b),not necropsied,2021
M683/21,Cetacean,Harbour porpoise,Single,683,Phocoena phocoena,Harbour porpoise,2021-11-30,Exact,57.17805556,-2.077777778,U,100,TRUE,moderate decomposition (code 3),not necropsied,2021
M688/21,Cetacean,Harbour porpoise,Single,688,Phocoena phocoena,Harbour porpoise,2021-12-02,Exact,56.18916667,-2.866666667,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2021
M704/21,Cetacean,Harbour porpoise,Single,704,Phocoena phocoena,Harbour porpoise,2021-12-03,Exact,55.84527778,-2.068888889,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2021
M698/21,Cetacean,Harbour porpoise,Single,698,Phocoena phocoena,Harbour porpoise,2021-12-04,Exact,56.9425,-7.561111111,F,155,FALSE,moderate-advanced decomposition (code 3-4),not necropsied,2021
M719/21,Cetacean,Harbour porpoise,Single,719,Phocoena phocoena,Harbour porpoise,2021-12-10,Exact,58.08194444,-3.719444444,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2021
M717/21,Cetacean,Harbour porpoise,Single,717,Phocoena phocoena,Harbour porpoise,2021-12-11,Exact,56.785,-2.36,U,NA,FALSE,Slight decomposition (code 2b),not necropsied,2021
M728/21,Cetacean,Harbour porpoise,Single,728,Phocoena phocoena,Harbour porpoise,2021-12-14,Exact,55.56361111,-4.659166667,M,NA,FALSE,moderate decomposition (code 3),not necropsied,2021
M735/21,Cetacean,Harbour porpoise,Single,735,Phocoena phocoena,Harbour porpoise,2021-12-15,Exact,54.78805556,-4.123888889,U,NA,FALSE,Slight decomposition (code 2b),not necropsied,2021
M777/21,Cetacean,Harbour porpoise,Single,777,Phocoena phocoena,Harbour porpoise,2021-12-25,Exact,57.70277778,-3.486111111,U,NA,FALSE,alive- refloated (code 1),not necropsied,2021
M1/22,Cetacean,Harbour porpoise,Single,1,Phocoena phocoena,Harbour porpoise,2022-01-01,Exact,58.81972222,-2.888333333,F,148.5,FALSE,freshly dead (code 2a),sampled,2022
M19/22,Cetacean,Harbour porpoise,Single,19,Phocoena phocoena,Harbour porpoise,2022-01-02,Exact,57.31555556,-1.991666667,U,NA,FALSE,Slight decomposition (code 2b),not necropsied,2022
M6/22,Cetacean,Harbour porpoise,Single,6,Phocoena phocoena,Harbour porpoise,2022-01-03,Exact,55.66444444,-4.8375,M,NA,FALSE,Slight decomposition (code 2b),not necropsied,2022
M7/22,Cetacean,Harbour porpoise,Single,7,Phocoena phocoena,Harbour porpoise,2022-01-03,Exact,55.64972222,-5.381944444,M,146,FALSE,Slight decomposition (code 2b),sampled,2022
M5/22,Cetacean,Harbour porpoise,Single,5,Phocoena phocoena,Harbour porpoise,2022-01-03,Exact,58.82694444,-3.003333333,F,159,FALSE,Slight decomposition (code 2b),sampled,2022
M35/22,Cetacean,Harbour porpoise,Single,35,Phocoena phocoena,Harbour porpoise,2022-01-05,Exact,57.66194444,-7.354444444,F,NA,FALSE,freshly dead (code 2a),not necropsied,2022
M24/22,Cetacean,Harbour porpoise,Single,24,Phocoena phocoena,Harbour porpoise,2022-01-05,Exact,55.41388889,-5.548611111,U,NA,FALSE,moderate-advanced decomposition (code 3-4),not necropsied,2022
M25/22,Cetacean,Harbour porpoise,Single,25,Phocoena phocoena,Harbour porpoise,2022-01-06,Exact,56.89527778,-2.215555556,U,NA,FALSE,moderate-advanced decomposition (code 3-4),not necropsied,2022
M33/22,Cetacean,Harbour porpoise,Single,33,Phocoena phocoena,Harbour porpoise,2022-01-08,Exact,57.87694444,-4.013055556,M,NA,FALSE,moderate-advanced decomposition (code 3-4),not necropsied,2022
M39/22,Cetacean,Harbour porpoise,Single,39,Phocoena phocoena,Harbour porpoise,2022-01-13,Exact,59.23694444,-2.631666667,U,NA,FALSE,moderate-advanced decomposition (code 3-4),not necropsied,2022
M40/22,Cetacean,Harbour porpoise,Single,40,Phocoena phocoena,Harbour porpoise,2022-01-13,Exact,57.305,-1.990833333,M,149,FALSE,moderate decomposition (code 3),sampled,2022
M47/22,Cetacean,Harbour porpoise,Single,47,Phocoena phocoena,Harbour porpoise,2022-01-14,Unknown,57.31611111,-1.991111111,U,NA,FALSE,moderate-advanced decomposition (code 3-4),not necropsied,2022
M48/22,Cetacean,Harbour porpoise,Single,48,Phocoena phocoena,Harbour porpoise,2022-01-15,Exact,55.85166667,-5.1675,F,152,TRUE,Slight decomposition (code 2b),not necropsied,2022
M56/22,Cetacean,Harbour porpoise,Single,56,Phocoena phocoena,Harbour porpoise,2022-01-17,Exact,55.55688,-4.6585008,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2022
M57/22,Cetacean,Harbour porpoise,Single,57,Phocoena phocoena,Harbour porpoise,2022-01-17,Exact,56.41166667,-5.483055556,U,NA,FALSE,Slight decomposition (code 2b),not necropsied,2022
M71/22,Cetacean,Harbour porpoise,Single,71,Phocoena phocoena,Harbour porpoise,2022-01-22,Exact,57.13277778,-5.574722222,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2022
M69/22,Cetacean,Harbour porpoise,Single,69,Phocoena phocoena,Harbour porpoise,2022-01-23,Exact,56.05555556,-3.285,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2022
M77/22,Cetacean,Harbour porpoise,Single,77,Phocoena phocoena,Harbour porpoise,2022-01-26,Exact,58.19888889,-5.338611111,F,113,TRUE,freshly dead (code 2a),necropsied,2022
M81/22,Cetacean,Harbour porpoise,Single,81,Phocoena phocoena,Harbour porpoise,2022-01-29,Exact,57.34055556,-1.941944444,U,NA,FALSE,Slight decomposition (code 2b),not necropsied,2022
M95/22,Cetacean,Harbour porpoise,Single,95,Phocoena phocoena,Harbour porpoise,2022-02-02,Exact,56.57944444,-6.280555556,M,138,FALSE,Slight decomposition (code 2b),sampled,2022
M97/22,Cetacean,Harbour porpoise,Single,97,Phocoena phocoena,Harbour porpoise,2022-02-03,Exact,56.73527778,-6.187222222,F,NA,FALSE,moderate decomposition (code 3),not necropsied,2022
M100/22,Cetacean,Harbour porpoise,Single,100,Phocoena phocoena,Harbour porpoise,2022-02-03,Exact,58.61833333,-3.348611111,M,NA,FALSE,moderate decomposition (code 3),not necropsied,2022
M105/22,Cetacean,Harbour porpoise,Single,105,Phocoena phocoena,Harbour porpoise,2022-02-06,Exact,55.61055556,-5.683055556,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2022
M117/22,Cetacean,Harbour porpoise,Single,117,Phocoena phocoena,Harbour porpoise,2022-02-10,Exact,57.41166667,-1.846944444,F,138,FALSE,Slight decomposition (code 2b),sampled,2022
M124/22,Cetacean,Harbour porpoise,Single,124,Phocoena phocoena,Harbour porpoise,2022-02-11,Exact,55.34861111,-4.806388889,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2022
M125/22,Cetacean,Harbour porpoise,Single,125,Phocoena phocoena,Harbour porpoise,2022-02-11,Exact,56.07,-3.726388889,U,NA,FALSE,Slight decomposition (code 2b),not necropsied,2022
M127/22,Cetacean,Harbour porpoise,Single,127,Phocoena phocoena,Harbour porpoise,2022-02-13,Exact,57.67833333,-3.498055556,F,97,FALSE,Slight decomposition (code 2b),necropsied,2022
M138/22,Cetacean,Harbour porpoise,Single,138,Phocoena phocoena,Harbour porpoise,2022-02-15,Exact,57.20194444,-6.29,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2022
M141/22,Cetacean,Harbour porpoise,Single,141,Phocoena phocoena,Harbour porpoise,2022-02-17,Exact,56.05861111,-2.663611111,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2022
M158/22,Cetacean,Harbour porpoise,Single,158,Phocoena phocoena,Harbour porpoise,2022-02-23,Exact,55.31888889,-4.840555556,M,150,FALSE,freshly dead (code 2a),necropsied,2022
M166/22,Cetacean,Harbour porpoise,Single,166,Phocoena phocoena,Harbour porpoise,2022-02-27,Exact,58.94166667,-3.233611111,M,120,TRUE,moderate decomposition (code 3),not necropsied,2022
M164.1/22,Cetacean,Harbour porpoise,Multiple,164,Phocoena phocoena,Harbour porpoise,2022-02-28,Exact,58.82916667,-2.995833333,F,108,FALSE,freshly dead (code 2a),sampled,2022
M169/22,Cetacean,Harbour porpoise,Single,169,Phocoena phocoena,Harbour porpoise,2022-02-28,Exact,58.6,-3.358333333,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2022
M165/22,Cetacean,Harbour porpoise,Single,165,Phocoena phocoena,Harbour porpoise,2022-02-28,Exact,58.6,-3.358333333,M,148,FALSE,moderate decomposition (code 3),sampled,2022
M164.2/22,Cetacean,Harbour porpoise,Multiple,164,Phocoena phocoena,Harbour porpoise,2022-02-28,Exact,58.82916667,-2.995833333,F,115,FALSE,alive- refloated (code 1),not necropsied,2022
M195/22,Cetacean,Harbour porpoise,Single,195,Phocoena phocoena,Harbour porpoise,2022-03-06,Exact,54.78305556,-5.010555556,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2022
M181/22,Cetacean,Harbour porpoise,Single,181,Phocoena phocoena,Harbour porpoise,2022-03-07,Exact,57.67166667,-2.189166667,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2022
M189/22,Cetacean,Harbour porpoise,Single,189,Phocoena phocoena,Harbour porpoise,2022-03-08,Exact,58.9675,-2.8825,U,NA,FALSE,indeterminate (code 5),not necropsied,2022
M188/22,Cetacean,Harbour porpoise,Single,188,Phocoena phocoena,Harbour porpoise,2022-03-08,Exact,58.88805556,-2.845833333,M,154,FALSE,moderate decomposition (code 3),sampled,2022
M194/22,Cetacean,Harbour porpoise,Single,194,Phocoena phocoena,Harbour porpoise,2022-03-11,Exact,56.21083333,-2.948888889,F,104,FALSE,freshly dead (code 2a),necropsied,2022
M193/22,Cetacean,Harbour porpoise,Single,193,Phocoena phocoena,Harbour porpoise,2022-03-11,Exact,55.63027778,-6.168611111,F,166,FALSE,moderate decomposition (code 3),sampled,2022
M201/22,Cetacean,Harbour porpoise,Single,201,Phocoena phocoena,Harbour porpoise,2022-03-13,Exact,57.21888889,-2.057777778,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2022
M202/22,Cetacean,Harbour porpoise,Single,202,Phocoena phocoena,Harbour porpoise,2022-03-13,Exact,57.21305556,-2.060277778,F,114,FALSE,Slight decomposition (code 2b),sampled,2022
M205/22,Cetacean,Harbour porpoise,Single,205,Phocoena phocoena,Harbour porpoise,2022-03-16,Exact,55.70861111,-5.218333333,U,NA,FALSE,moderate decomposition (code 3),not necropsied,2022
M206/22,Cetacean,Harbour porpoise,Single,206,Phocoena phocoena,Harbour porpoise,2022-03-16,Exact,56.5325,-2.631111111,F,140,FALSE,freshly dead (code 2a),not necropsied,2022
M210/22,Cetacean,Harbour porpoise,Single,210,Phocoena phocoena,Harbour porpoise,2022-03-20,Exact,56.46638889,-2.751666667,F,120,FALSE,freshly dead- died on beach (code 2a),necropsied,2022
M213/22,Cetacean,Harbour porpoise,Single,213,Phocoena phocoena,Harbour porpoise,2022-03-21,Exact,57.13694444,-5.796388889,U,NA,FALSE,moderate-advanced decomposition (code 3-4),not necropsied,2022
M218/22,Cetacean,Harbour porpoise,Single,218,Phocoena phocoena,Harbour porpoise,2022-03-22,Exact,54.74138889,-4.918611111,F,170,FALSE,moderate-advanced decomposition (code 3-4),not necropsied,2022
M226/22,Cetacean,Harbour porpoise,Single,226,Phocoena phocoena,Harbour porpoise,2022-03-26,Exact,58.20805556,-6.294444444,F,154,FALSE,Slight decomposition (code 2b),sampled,2022
M223/22,Cetacean,Harbour porpoise,Single,223,Phocoena phocoena,Harbour porpoise,2022-03-27,Exact,54.68583333,-4.880555556,U,NA,FALSE,advanced decomposition (code 4),not necropsied,2022
